year,RC_growth,LWID_growth,WA_growth,RF_growth,WF_growth,WS_growth,CALC_growth,MF_growth,WJ_LWID_growth,WJ_WA_growth,WJ_RF_growth,WJ_WF_growth,WJ_WS_growth,WJ_MF_growth,WJ_CALC_growth,ITBS_RC_growth,ITBS_LANG_growth,ITBS_MATH_growth,ITBS_CAP_growth,ITBS_PUNC_growth,ITBS_UE_growth,ITBS_CE_growth,ITBS_PSDI_growth,Edit_growth,SC_growth,Comp_growth,MC_growth,Math_growth,id
2015-2016,1.1000000000000005,4.3,4.8,2.6000000000000005,3.3,3.5999999999999996,1.2999999999999998,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310
2015-2016,1.4,3.2,3.9999999999999996,3.1999999999999997,5.3,2.5999999999999996,2,4.200000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
2015-2016,2.4,2.2,3.2,2.3000000000000003,0,1,1.2999999999999998,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56
2015-2016,NA,2.9,3.2,NA,0.8000000000000003,1.7999999999999998,1,2.5000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316
2015-2016,2.5,1.0000000000000009,2.499999999999999,1.9000000000000004,2.500000000000001,2,2,3.3000000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156
2015-2016,0.40000000000000036,1.1999999999999993,3,2.9000000000000004,8.3,3.5999999999999996,1.799999999999999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213
2015-2016,2,3.1999999999999993,1.8999999999999995,2.7,4.8,0.8999999999999995,2.0999999999999996,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277
2015-2016,2.5,3,4.1000000000000005,2.0999999999999996,-3.2,2.8,2.2,3.8000000000000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260
2015-2016,1.5,0.7999999999999989,2.5,2.9000000000000004,5.9,1.1000000000000014,4.200000000000001,1.9000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108
2015-2016,4.4,0.7999999999999998,1.1999999999999993,4.4,2.5999999999999996,2.5,3.3999999999999995,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2015-2016,2.5,3.3999999999999995,0,2.0999999999999996,0,1.0999999999999996,1.299999999999999,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96
2015-2016,-0.9000000000000004,-0.40000000000000036,-0.7000000000000011,4,4.7,4.3,1.1999999999999993,0.20000000000000018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67
2015-2016,1.7000000000000002,4.3,3.499999999999999,8,0.7999999999999998,1.5999999999999996,4.1,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162
2016-2017,2.4,2.8000000000000003,2.6000000000000005,1,1.5999999999999996,5.5,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,2.4000000000000004,2.1999999999999997,1.5999999999999996,2.1999999999999997,78
2016-2017,2.1000000000000005,6.300000000000001,0,1,1.9000000000000004,2.3999999999999995,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-1.1999999999999993,2,1.6000000000000005,147
2016-2017,2.7,4.9,1.8000000000000007,4,6.6000000000000005,4.1,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9000000000000004,1,2,2.999999999999999,2.3,35
2016-2017,NA,2.3000000000000007,4.800000000000001,0,0,2.3000000000000007,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-2,-1.3000000000000007,NA,171
2016-2017,1.7000000000000002,2.4000000000000004,3.9000000000000004,1.0000000000000004,3.4,1.4000000000000004,NA,5.800000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6000000000000005,NA,2.3,0.7000000000000002,1.2000000000000002,286
2016-2017,1.2999999999999998,4.4,5,2.3,1,0.6000000000000005,NA,2.8999999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0.3000000000000007,2.5,0.7000000000000002,2.3,80
2016-2017,2,4.700000000000001,6.2,2.6999999999999993,0.7000000000000002,3.5999999999999996,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1999999999999993,3.5999999999999996,0.7999999999999989,0,0.6000000000000005,100
2016-2017,2.3,1.9000000000000004,3.0999999999999996,3.8000000000000003,3.200000000000001,2.6000000000000005,NA,0.40000000000000036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6999999999999993,1,1,0.9000000000000004,NA,131
2016-2017,1.5999999999999996,3.4000000000000004,2.3,2.4000000000000004,-1.2999999999999998,1.1000000000000005,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1.8000000000000003,1.2000000000000002,0.5999999999999996,251
2016-2017,NA,4,4.800000000000001,0.3000000000000007,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,228
2016-2017,1.4000000000000004,4.7,6.7,3.999999999999999,4.1,-1.8999999999999995,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2000000000000002,9,1.0999999999999996,1.4000000000000004,0.6000000000000001,23
2016-2017,-0.40000000000000036,2.3000000000000007,0,3.499999999999999,6.6000000000000005,0.8999999999999986,NA,0.7000000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,0,1.8999999999999995,2.9000000000000004,1.2000000000000002,315
2016-2017,1.9999999999999991,4.8,2.700000000000001,0.7999999999999989,0,4.1,NA,0.8000000000000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9000000000000004,0,0.7999999999999998,1.7000000000000002,1.7000000000000002,222
2016-2017,0.9000000000000004,2.0999999999999996,3.0999999999999996,3.2,2.500000000000001,1.799999999999999,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9000000000000004,0,1.1999999999999993,0.29999999999999893,1.6000000000000005,101
2016-2017,3.1999999999999993,5.500000000000001,1.8000000000000007,0,0,-1.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0,NA,0,NA,95
2016-2017,NA,3.200000000000001,1.8000000000000007,0,1.9000000000000004,2.3000000000000007,NA,4.300000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9000000000000004,0,2.8,0.3000000000000007,0.8999999999999995,285
2016-2017,NA,3.1000000000000005,4.8,0,7.7,0.6000000000000005,NA,3.9000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5999999999999996,3.5999999999999996,NA,0,4.199999999999999,296
2016-2017,1.7999999999999998,4.800000000000001,8,2.3,1.0000000000000009,1.2999999999999998,NA,1.9000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,6.3,2,2.1000000000000005,0.9000000000000004,99
2016-2017,1.2999999999999998,6.4,3.2,2.2,0,2.6000000000000005,NA,1.9000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6999999999999993,0,1.3999999999999995,3,2.8000000000000007,173
2016-2017,-0.40000000000000036,0.7000000000000011,0,0,0,4.7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1999999999999993,0,1.5,2.299999999999999,2.700000000000001,250
2016-2017,1,1.6,1.1999999999999997,1.2999999999999998,9.600000000000001,1.5,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0,2.3999999999999995,2.3000000000000007,0.7000000000000002,59
2016-2017,NA,4.6,2.700000000000001,0.8000000000000007,0,5.800000000000001,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,-1.3000000000000007,NA,179
2016-2017,NA,3.200000000000001,2.700000000000001,1.7000000000000002,5.9,2.3000000000000007,NA,3.4000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1999999999999993,2.3000000000000007,NA,5.2,0.6999999999999993,291
2016-2017,5.6,7.2,6.2,1.8000000000000003,2.9000000000000004,3.0999999999999996,NA,1.1999999999999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,0,1.1000000000000005,1.5999999999999996,1.7999999999999998,215
2016-2017,NA,4,0,3.999999999999999,5.9,2.3000000000000007,NA,3.9000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0,0.8000000000000007,5.800000000000001,NA,47
2016-2017,3,0.09999999999999964,-3,4.3,4.9,1.7000000000000002,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5999999999999996,0,2.1,2,0.5,198
2016-2017,1.2000000000000002,3.5,3.9000000000000004,2.7,1.1999999999999997,2.1999999999999997,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,1,1.1,1.1999999999999997,1.5,253
2016-2017,1.2999999999999998,5.200000000000001,4.800000000000001,2.2,4.1,-0.40000000000000036,NA,1.0999999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6999999999999993,6.3,1.5,3.5999999999999996,1.1000000000000005,98
2016-2017,NA,2.3000000000000007,0,3.6999999999999993,6.6000000000000005,3.2,NA,6.800000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.700000000000001,3.5999999999999996,2.2,2.4000000000000004,3.3000000000000003,43
2016-2017,NA,2.4000000000000004,4.4,3.499999999999999,2.500000000000001,-2.700000000000001,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5999999999999996,0,2.4,3.7,1.4000000000000004,20
2016-2017,3.1,3.700000000000001,1.8000000000000007,1,0.7999999999999998,1.4000000000000004,NA,0.8000000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2000000000000002,9.8,2.2,2.3,2.2,305
2016-2017,1.9000000000000004,3.8000000000000003,1.6000000000000005,0.7999999999999998,5.1000000000000005,1.7000000000000002,NA,1.7000000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6000000000000005,2.3000000000000007,1.6,2.9,2.3000000000000003,122
2016-2017,2.999999999999999,3.5999999999999996,0,0.7000000000000002,2.4000000000000004,0.40000000000000036,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,4.199999999999999,0.29999999999999893,3.1000000000000005,132
2016-2017,NA,2.3000000000000007,4.800000000000001,1,0,-2.700000000000001,NA,0.8999999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.20000000000000018,3.1999999999999993,0.7000000000000002,133
2016-2017,0.8000000000000007,1.5,1.8000000000000007,0.7999999999999998,2.1,2.2,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.2,1.1,1,0.6999999999999993,66
2016-2017,NA,4.1000000000000005,4.2,2.1999999999999993,0,5.1000000000000005,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5999999999999996,0,0,2,0,103
2016-2017,2.6000000000000005,5.800000000000001,2.700000000000001,5.2,2.2,0.6999999999999993,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.999999999999999,0,0.5999999999999996,3.6999999999999993,1.9000000000000004,207
2016-2017,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,232
2016-2017,-0.7000000000000011,1.6000000000000005,1.6000000000000005,0.7000000000000002,6.6000000000000005,2.6000000000000005,NA,0.09999999999999964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,0,3.4000000000000004,1.7000000000000002,2.6999999999999993,15
2016-2017,1.3000000000000007,2.8000000000000003,3.0999999999999996,1.5,0.5,1.1000000000000005,NA,2.0000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4000000000000004,6.3,1.9999999999999996,2.1,2,238
2016-2017,NA,4.6,4.800000000000001,1.5,0,0,NA,-2.0999999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,0,NA,2.299999999999999,NA,194
2016-2017,-1.5,5.500000000000001,4.800000000000001,2,2.8,0,NA,2.3999999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.5999999999999996,2,1.1000000000000005,2.7,282
2016-2017,3.1999999999999993,4.9,8.8,1.2999999999999998,0.40000000000000036,7.1000000000000005,NA,-3.9000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7000000000000002,4.800000000000001,1.3999999999999995,1.4000000000000004,1.2999999999999998,8
2016-2017,4.6000000000000005,5.2,-3,1.6999999999999993,1.9000000000000004,0.8999999999999986,NA,2.700000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9000000000000004,0,2.0999999999999996,1.6000000000000005,1.7999999999999998,204
2016-2017,0.30000000000000027,1.7999999999999998,2.3,0.7,1.8999999999999995,2,NA,2.3999999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.20000000000000018,0.5,0.40000000000000036,0.9000000000000004,188
2016-2017,2.2,2.8000000000000003,3.5,2.3000000000000003,1.2999999999999998,1.7000000000000002,NA,1.6999999999999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6000000000000005,1.2000000000000002,0.6999999999999993,0.5999999999999996,0.40000000000000036,109
2016-2017,3.6000000000000005,3.2,2.3,2.8000000000000003,2.1,0.6000000000000005,NA,1.4999999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4000000000000004,0,1.6,3.4,1.7999999999999998,276
2016-2017,NA,3.200000000000001,2.700000000000001,3.5,0,2.3000000000000007,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1999999999999993,0,2.3,5,1.4000000000000004,258
2016-2017,4.199999999999999,6.800000000000001,-0.29999999999999893,2.2,4.200000000000001,5.6,NA,3.6000000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5999999999999996,0,3,3.4000000000000004,2.6999999999999997,73
2016-2017,2.0999999999999996,1.1,2,2,3.6999999999999997,2.3000000000000003,NA,2.9000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,3.7,NA,1.4,0,191
2016-2017,NA,4.6,4.800000000000001,2.299999999999999,1.9000000000000004,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9000000000000004,0,1.0999999999999996,3.1999999999999993,-0.9000000000000004,142
2016-2017,1.5,1.1000000000000005,1.2999999999999998,0.5,2.4000000000000004,2.6000000000000005,NA,1.4000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6999999999999993,NA,0.20000000000000018,3.3999999999999995,1,9
2016-2017,NA,1.5,0,1.6999999999999993,8.8,-3.2,NA,1.7000000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3999999999999995,0,-1.9,0.7000000000000002,-1.2999999999999998,18
2016-2017,NA,0.7000000000000011,2.700000000000001,1.3000000000000007,0,3.0999999999999996,NA,-1.5999999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.700000000000001,0,NA,3.5999999999999996,NA,174
2016-2017,0.9000000000000004,0.9000000000000004,1.7999999999999998,1.2999999999999998,0,2.6000000000000005,NA,1.4000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2999999999999998,0,0.5999999999999996,0.7000000000000002,0.5999999999999996,134
2016-2017,NA,4.8,1.2999999999999998,1.9999999999999991,1.8000000000000007,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5999999999999996,0,3.2,5.2,-0.09999999999999964,140
2016-2017,NA,6.700000000000001,5.800000000000001,1.5,1.2999999999999998,1.3000000000000007,NA,1.1000000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5999999999999996,0,2,4.3,NA,89
2016-2017,1.7000000000000002,3.200000000000001,4.800000000000001,2.8,7.300000000000001,0.8000000000000007,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0999999999999996,0,0.5999999999999996,2.499999999999999,1.5,83
2016-2017,1.6999999999999997,1.7999999999999998,0.8999999999999995,0.6000000000000001,1.9,3,NA,2.4000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1.2000000000000002,NA,1.3,NA,81
2016-2017,0.5,5.2,-0.29999999999999893,4.3,0,-0.40000000000000036,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.700000000000001,0,1,2.0999999999999996,1.0000000000000009,91
2016-2017,1.3000000000000007,1.3000000000000007,1.8000000000000007,3.8000000000000003,2,-1.5,NA,0.09999999999999964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1999999999999993,0,2.0999999999999996,2.5,1.3000000000000007,82
2016-2017,2.4000000000000004,2.4000000000000004,3.6,1,3.3,4,NA,2.0999999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4000000000000004,1,-0.09999999999999964,1.9,0.5999999999999996,34
2016-2017,1.0999999999999996,2.5,3.0999999999999996,4,6.6000000000000005,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5999999999999996,0,0.5,1.7999999999999998,2.3,223
2016-2017,1.1999999999999993,5.800000000000001,4.800000000000001,1.7999999999999998,0,4.5,NA,3.8000000000000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1999999999999993,0,NA,0,0.20000000000000018,157
2016-2017,1.9000000000000004,4.1000000000000005,5.800000000000001,1.7000000000000002,2.9999999999999996,2.6000000000000005,NA,5.3999999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6000000000000005,NA,2,0.9000000000000004,2.4000000000000004,42
2016-2017,NA,0.7000000000000011,0,NA,0,2.3000000000000007,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0.40000000000000036,243
2016-2017,1.9,2.6,1.5999999999999996,2.4,1.6999999999999997,3.2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,1.2000000000000002,1.1999999999999997,0.7000000000000002,0.9000000000000004,186
2016-2017,2.3,4.4,4.2,2.5,2.2,3.799999999999999,NA,2.1000000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5999999999999996,6.3,1.8999999999999995,2.1000000000000005,0.6000000000000005,31
2016-2017,NA,4.1000000000000005,4.4,3.4000000000000004,1.9000000000000004,7.1000000000000005,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5999999999999996,0,4,3.3999999999999995,0.9000000000000004,50
2016-2017,1.2000000000000002,5.4,7.2,0.3000000000000007,1.9000000000000004,1.799999999999999,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,2.9,2.1000000000000005,2.5,226
2016-2017,1.9,3.5,0,0.5,5.4,2.8000000000000003,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7000000000000002,1.2000000000000002,2.3999999999999995,1.6000000000000005,2.5,58
2016-2017,1.1000000000000005,3.7,4.4,2.5,4,0.10000000000000053,NA,1.0999999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6999999999999993,6.3,2.1999999999999993,1.6000000000000005,2.6,56
2016-2017,4.1000000000000005,3.700000000000001,2.700000000000001,1,1.9000000000000004,-0.40000000000000036,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1999999999999993,0,0.5,2.3,2.2,156
2016-2017,1.2999999999999998,4,3.0999999999999996,1.5,0.3999999999999999,2.3000000000000003,NA,1.7999999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.2000000000000002,3,2.1999999999999997,4.3,316
2016-2017,1.6999999999999997,2.4000000000000004,3.2,1.5,5.4,1.2000000000000002,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6999999999999993,0.3000000000000007,2,1.4000000000000004,1.5999999999999996,143
2016-2017,3.9000000000000004,2.5,3.9000000000000004,0.29999999999999893,8.8,2.5,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,3.299999999999999,1.5999999999999996,3,2.3,218
2016-2017,1,2.6000000000000005,4.4,2.2,8.3,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,10,2.8,3.1000000000000005,0.8000000000000007,159
2016-2017,NA,4.500000000000001,-0.29999999999999893,0.7000000000000002,3.2,4.3999999999999995,NA,1.7000000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,0,0.2999999999999998,0.8000000000000007,0.20000000000000018,277
2016-2017,1.2999999999999998,2.5,3.0999999999999996,3.7,2,3.3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,1,1,2.0999999999999996,0.20000000000000018,260
2016-2017,2,-1.299999999999999,7.2,1.5,4.1,1.7999999999999998,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9000000000000004,9.8,1,2,0.09999999999999964,139
2016-2017,NA,5.800000000000001,2.700000000000001,3.499999999999999,1.9000000000000004,2.3000000000000007,NA,2.4000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.9000000000000004,0,1.3000000000000007,108
2016-2017,3.8,2.8000000000000003,2.6000000000000005,1.2000000000000002,1.7999999999999998,1.0999999999999996,NA,2.9000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9000000000000004,0,0.6000000000000001,1.6,2.3,201
2016-2017,1.1000000000000005,4.200000000000001,4.800000000000001,1,2.2,-2.1999999999999993,NA,3.4000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1000000000000005,1,0.7999999999999998,2.0999999999999996,0.6000000000000005,38
2016-2017,1.6999999999999993,6.800000000000001,3.2,1,0,2.6000000000000005,NA,3.0999999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,0,1.2000000000000002,2.0999999999999996,1.5,96
2016-2017,0.7999999999999998,4.300000000000001,4.4,1,6.4,0.6000000000000005,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.4999999999999991,1.8999999999999995,1.1000000000000005,1.9,40
2016-2017,1.1999999999999993,0.7000000000000011,2.700000000000001,1.5999999999999996,0,0.6999999999999993,NA,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9000000000000004,0,0.40000000000000036,0.29999999999999893,0.7000000000000002,67
2016-2017,0.6000000000000005,2.5,1.8000000000000007,3.6999999999999993,1.2999999999999998,-0.40000000000000036,NA,2.000000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6999999999999993,0,1.0999999999999996,0.9000000000000004,1.1000000000000005,162
2023-2024,1.6000000000000005,-1.5,0,0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.200000000000001,NA,1.5,NA,1.2999999999999998,149
2023-2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
2023-2024,1.0999999999999996,0.7999999999999998,0.20000000000000018,1.8000000000000007,0.7999999999999998,NA,1.5,0.7999999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.7999999999999998,NA,0.5,112
2023-2024,1.2999999999999998,0.5,1.6999999999999993,2.2,3.3999999999999995,NA,4.1,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5999999999999996,NA,2.7,NA,1.2000000000000002,32
2023-2024,0.7000000000000002,1.5999999999999996,0.5,1.0999999999999996,2.5999999999999996,NA,1.5,1.7999999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9000000000000004,NA,0.9000000000000004,NA,0.40000000000000036,63
2023-2024,2.500000000000001,1.8000000000000007,3.700000000000001,4.2,1.0000000000000009,NA,6.800000000000001,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9000000000000004,NA,1.4000000000000004,NA,0.09999999999999964,150
